label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62
A,0.0,0.0,0.0,-0.36353588104248047,-0.03926078975200653,-0.00013358543219510466,-0.6892927885055542,-0.31240415573120117,-0.0001852982968557626,-0.7337098121643066,-0.680676281452179,-0.0002197853464167565,-0.5120358467102051,-0.9107567071914673,-0.00022789870854467154,-0.6780568957328796,-0.8453930020332336,-5.076840170659125e-05,-0.5303848385810852,-0.9413065910339355,-0.00015863135922700167,-0.4568784236907959,-0.6458742022514343,-0.00020347701502032578,-0.5212909579277039,-0.6087298393249512,-0.00022631097817793489,-0.4238039553165436,-0.9057539701461792,-3.459780782577582e-05,-0.2819240689277649,-1.0122040510177612,-0.00015372033521998674,-0.21629977226257324,-0.6216878890991211,-0.00017083180136978626,-0.29638659954071045,-0.6169683933258057,-0.00015594954311382025,-0.1600862443447113,-0.9090463519096375,-4.3788928451249376e-05,-0.015772905200719833,-1.02642023563385,-0.00017303063941653818,0.0009153419523499906,-0.6498944759368896,-0.0001392309641232714,-0.09517323970794678,-0.6254656910896301,-8.644837362226099e-05,0.11326860636472702,-0.8633452653884888,-6.502910400740802e-05,0.19213871657848358,-0.9595562219619751,-0.00014196994015946984,0.19962579011917114,-0.6868687868118286,-0.00011145276221213862,0.12392155081033707,-0.6351889967918396,-6.92249377607368e-05
A,0.0,0.0,0.0,-0.28574055433273315,0.010204658843576908,-0.0001383632334182039,-0.5834034085273743,-0.12553401291370392,-0.00021319041843526065,-0.6356764435768127,-0.35183966159820557,-0.0002660419268067926,-0.44477441906929016,-0.5194515585899353,-0.00029522672411985695,-0.5835351347923279,-0.8235228061676025,-0.00011655419075395912,-0.35324743390083313,-0.6650313138961792,-0.0002127019688487053,-0.29111382365226746,-0.39596545696258545,-0.0002528378972783685,-0.37232351303100586,-0.3711494207382202,-0.0002793664170894772,-0.3453909158706665,-0.9384589195251465,-9.899850556394085e-05,-0.11413873732089996,-0.7102404236793518,-0.00021025558817200363,-0.0810062438249588,-0.38256824016571045,-0.00023353505821432918,-0.17319507896900177,-0.37334850430488586,-0.00023451214656233788,-0.09406959265470505,-0.9543532133102417,-9.915152622852474e-05,0.12434788048267365,-0.7334644198417664,-0.00021250479039736092,0.11956415325403214,-0.43411511182785034,-0.00019466689263936132,0.015208635479211807,-0.4208141267299652,-0.0001639314432395622,0.1619177758693695,-0.9018634557723999,-0.00011305474617984146,0.31976523995399475,-0.7381587624549866,-0.00019484112272039056,0.29877981543540955,-0.4928548038005829,-0.00019053739379160106,0.1920408308506012,-0.45200619101524353,-0.0001703388843452558
A,0.0,0.0,0.0,-0.4083854854106903,-0.057258490473032,-0.00010709719936130568,-0.7762377858161926,-0.2816048264503479,-0.0001496283948654309,-0.9465686678886414,-0.5240088701248169,-0.00018196168821305037,-0.7876694798469543,-0.6269793510437012,-0.00019077891192864627,-0.6253282427787781,-0.8249098062515259,-3.012798697454855e-05,-0.7282038927078247,-0.7537976503372192,-0.00010690320777939633,-0.6113716959953308,-0.47720661759376526,-0.00014365911192726344,-0.5703834295272827,-0.5095033645629883,-0.0001723571476759389,-0.38152599334716797,-0.9243581295013428,-1.8779141100822017e-05,-0.4861106872558594,-0.7790073156356812,-0.00011006103159161285,-0.3974016606807709,-0.4517068862915039,-0.00011787100811488926,-0.3509542942047119,-0.5133922100067139,-0.00010741984442574903,-0.1381065547466278,-0.9070501327514648,-2.920894621638581e-05,-0.2143041342496872,-0.7631729245185852,-0.00011411035666242242,-0.18845568597316742,-0.4597661793231964,-7.00176678947173e-05,-0.14360050857067108,-0.5203502178192139,-2.4625098376418464e-05,0.08636508136987686,-0.8376548290252686,-5.400741065386683e-05,0.01784501224756241,-0.6913721561431885,-9.319034870713949e-05,-0.00482060806825757,-0.4934965968132019,-6.91590757924132e-05,0.02040623314678669,-0.5361825823783875,-4.461197750060819e-05
A,0.0,0.0,0.0,-0.5244770646095276,-0.15995508432388306,-6.139815377537161e-05,-0.9081028699874878,-0.4896093010902405,-7.832609844626859e-05,-1.0281621217727661,-0.8599593639373779,-9.822577703744173e-05,-0.9052505493164062,-1.1327091455459595,-9.175865852739662e-05,-0.5610736012458801,-0.9467411637306213,2.6908724976237863e-05,-0.7166578769683838,-1.1527605056762695,-7.237671525217593e-05,-0.6439734101295471,-0.7866976261138916,-0.00011909272870980203,-0.5501715540885925,-0.7482435703277588,-0.00014330309932120144,-0.2727818191051483,-0.96207594871521,1.830879227782134e-05,-0.439046174287796,-1.1589754819869995,-9.232857701135799e-05,-0.40483295917510986,-0.7281820774078369,-0.00010302374721504748,-0.29792696237564087,-0.7407941222190857,-8.305368100991473e-05,0.008905135095119476,-0.9484137892723083,-1.2355430953903124e-05,-0.13964398205280304,-1.1701911687850952,-0.00011904919665539637,-0.15561243891716003,-0.7492164373397827,-5.7698183809407055e-05,-0.04564318805932999,-0.7375587821006775,1.3079778909741435e-05,0.30273592472076416,-0.9072291851043701,-5.108050027047284e-05,0.14744308590888977,-1.0665234327316284,-9.475131810177118e-05,0.07987727969884872,-0.7763501405715942,-3.8941248931223527e-05,0.16128669679164886,-0.7334365248680115,1.844880716816988e-05
A,0.0,0.0,0.0,-0.5132368803024292,-0.17007054388523102,-6.244858377613127e-05,-0.8893676400184631,-0.5079861879348755,-7.887848187237978e-05,-1.0081170797348022,-0.8790298104286194,-9.777277591638267e-05,-0.8771821856498718,-1.144201397895813,-8.918885578168556e-05,-0.5385856032371521,-0.9612072706222534,2.9987482776050456e-05,-0.684495747089386,-1.1602610349655151,-7.030559208942577e-05,-0.6182969212532043,-0.7937003970146179,-0.00011926385923288763,-0.5319397449493408,-0.7634587287902832,-0.00014571067003998905,-0.24703390896320343,-0.9690068364143372,2.2435026039602235e-05,-0.4069550037384033,-1.1593375205993652,-8.837493078317493e-05,-0.38141635060310364,-0.7278632521629333,-0.00010031880810856819,-0.28568223118782043,-0.7486200332641602,-8.18335174699314e-05,0.03529650717973709,-0.9472030401229858,-7.584194008813938e-06,-0.10579220205545425,-1.1663010120391846,-0.00011379599891370162,-0.13136522471904755,-0.7460802793502808,-5.178831270313822e-05,-0.03079669177532196,-0.7389116287231445,1.882809192466084e-05,0.3256726562976837,-0.9006114602088928,-4.601602631737478e-05,0.18253257870674133,-1.0531620979309082,-8.85384069988504e-05,0.10965089499950409,-0.7676749229431152,-3.306528378743678e-05,0.18442627787590027,-0.73483806848526,2.3538987079518847e-05
A,0.0,0.0,0.0,-0.5204758644104004,-0.16540203988552094,-6.639064667979255e-05,-0.9024471640586853,-0.500308096408844,-8.501572301611304e-05,-1.0204311609268188,-0.8799992203712463,-0.00010578448564046994,-0.890620768070221,-1.1517372131347656,-9.878474520519376e-05,-0.5543832182884216,-0.9574509263038635,2.6445548428455368e-05,-0.7014097571372986,-1.1706281900405884,-7.792164251441136e-05,-0.633735716342926,-0.7980697751045227,-0.00012815592344850302,-0.5453119874000549,-0.763411283493042,-0.0001545631530461833,-0.2590046226978302,-0.965876042842865,1.948995304701384e-05,-0.4189092218875885,-1.1644718647003174,-9.376634261570871e-05,-0.3941768705844879,-0.7266163229942322,-0.00010581130482023582,-0.2977277338504791,-0.7480884790420532,-8.69607538334094e-05,0.024461157619953156,-0.9442909359931946,-1.0765042134153191e-05,-0.11320032179355621,-1.1702126264572144,-0.00012124640488764271,-0.14283007383346558,-0.7413021922111511,-5.92397918808274e-05,-0.04368105158209801,-0.7314913272857666,1.2544112905743532e-05,0.31583333015441895,-0.899269163608551,-4.9674443289404735e-05,0.1767173856496811,-1.057225227355957,-9.561276237946004e-05,0.09957820177078247,-0.7642667293548584,-4.046576577820815e-05,0.17131182551383972,-0.7252939939498901,1.6744661479606293e-05
A,0.0,0.0,0.0,-0.5312727689743042,-0.10140210390090942,-7.803079643053934e-05,-0.9342268109321594,-0.4811885356903076,-0.0001033329899655655,-1.0664067268371582,-0.9147656559944153,-0.00013024108193349093,-1.0789036750793457,-1.2385755777359009,-0.00014073432248551399,-0.7088591456413269,-0.8557426929473877,-4.95577705805772e-06,-0.7723081707954407,-1.1794816255569458,-0.00012059485743520781,-0.6535149216651917,-0.866966187953949,-0.00018499900761526078,-0.5581544041633606,-0.6253736019134521,-0.00020920443057548255,-0.4026280343532562,-0.9153636693954468,-1.3115293768350966e-05,-0.4544500410556793,-1.2243971824645996,-0.0001415884034940973,-0.3617746829986572,-0.8102465271949768,-0.00017403034144081175,-0.3033945858478546,-0.5523162484169006,-0.00016121903900057077,-0.11011788249015808,-0.9262083768844604,-4.2457344534341246e-05,-0.1506492644548416,-1.226580262184143,-0.00016616962966509163,-0.12256752699613571,-0.8013245463371277,-0.0001283198653254658,-0.1100391075015068,-0.5456944704055786,-6.583472713828087e-05,0.19361235201358795,-0.8910031318664551,-7.942834781715646e-05,0.1548783779144287,-1.1140310764312744,-0.00015469473146367818,0.1290358603000641,-0.8201740384101868,-0.00011759745393646881,0.11026515066623688,-0.6352109909057617,-6.70586887281388e-05
A,0.0,0.0,0.0,-0.5415408611297607,-0.1402444690465927,-6.0861824749736115e-05,-0.9089884757995605,-0.5154990553855896,-7.458776235580444e-05,-1.0194941759109497,-0.9502918124198914,-9.552372648613527e-05,-1.0233569145202637,-1.2703425884246826,-0.00010099748760694638,-0.678628146648407,-0.8764069080352783,4.133882976020686e-05,-0.7325332164764404,-1.1944284439086914,-6.80109005770646e-05,-0.63644939661026,-0.8794936537742615,-0.00013427771045826375,-0.5553016662597656,-0.6340810060501099,-0.00016005434736143798,-0.37083929777145386,-0.9286970496177673,2.7896909159608185e-05,-0.4220360219478607,-1.2268661260604858,-9.513183613307774e-05,-0.3485800623893738,-0.8111066818237305,-0.0001330295199295506,-0.2953185439109802,-0.5559064745903015,-0.00012393255019560456,-0.07768528908491135,-0.9283874034881592,-7.3258011070720386e-06,-0.12463785707950592,-1.2294710874557495,-0.0001281866425415501,-0.11452142894268036,-0.806293785572052,-9.268344001611695e-05,-0.10046746581792831,-0.5511360168457031,-3.062820542254485e-05,0.2331690937280655,-0.879220724105835,-4.9054408009396866e-05,0.17954838275909424,-1.1068040132522583,-0.00011964740406256169,0.14041294157505035,-0.8151975274085999,-8.054236241150647e-05,0.12067606300115585,-0.6349159479141235,-2.8239288440090604e-05
A,0.0,0.0,0.0,-0.5361299514770508,-0.00933812465518713,-7.198192179203033e-05,-0.990403950214386,-0.38011375069618225,-7.762960740365088e-05,-1.1852253675460815,-0.855245053768158,-8.67269845912233e-05,-1.2181895971298218,-1.1821938753128052,-7.332139648497105e-05,-0.8083440065383911,-0.7874069809913635,4.651186100090854e-05,-0.9015297293663025,-1.0808733701705933,-8.313725265907124e-05,-0.7484607100486755,-0.7335249781608582,-0.0001502611266914755,-0.6590701937675476,-0.5582019090652466,-0.000173357839230448,-0.49213284254074097,-0.8705201148986816,3.9175130950752646e-05,-0.6018856167793274,-1.1532915830612183,-9.578924073139206e-05,-0.467912495136261,-0.7031316757202148,-0.00012356109800748527,-0.4108675718307495,-0.5628581643104553,-0.00010572802420938388,-0.1932045966386795,-0.9162622094154358,4.116154741495848e-06,-0.27888837456703186,-1.1916080713272095,-0.0001364347990602255,-0.20401576161384583,-0.7232885360717773,-8.852739847498015e-05,-0.15879583358764648,-0.5581555962562561,-1.406592309649568e-05,0.12843602895736694,-0.9458467960357666,-3.8394358853111044e-05,0.04824629798531532,-1.1292784214019775,-0.00010898761684074998,0.066599540412426,-0.798366129398346,-6.11391878919676e-05,0.08559006452560425,-0.6741677522659302,-2.8389240469550714e-06
A,0.0,0.0,0.0,-0.5587723255157471,-0.09391511231660843,-5.9879832406295463e-05,-0.9460035562515259,-0.4580649435520172,-6.72039677738212e-05,-1.0988264083862305,-0.8846056461334229,-8.212806278606877e-05,-1.1805698871612549,-1.1927870512008667,-8.143708691932261e-05,-0.7583667635917664,-0.8268783688545227,5.0473205192247406e-05,-0.8116921782493591,-1.1269114017486572,-6.264552212087438e-05,-0.6878710985183716,-0.7913926243782043,-0.0001272413064725697,-0.5970679521560669,-0.5640305876731873,-0.0001504595420556143,-0.4422864019870758,-0.8968738913536072,3.574705624487251e-05,-0.5015383362770081,-1.1886235475540161,-9.156640589935705e-05,-0.40049055218696594,-0.7502120733261108,-0.00012578628957271576,-0.33908361196517944,-0.5289997458457947,-0.00011266924411756918,-0.13947178423404694,-0.911956250667572,-2.2771671410737326e-06,-0.1938915103673935,-1.2018712759017944,-0.00013005489017814398,-0.1520538181066513,-0.7541090250015259,-8.878792868927121e-05,-0.13203385472297668,-0.5312447547912598,-2.0602077711373568e-05,0.17274002730846405,-0.8852961659431458,-4.660426202462986e-05,0.12488692998886108,-1.1110221147537231,-0.00011323716171318665,0.11234206706285477,-0.8089012503623962,-6.642442895099521e-05,0.09643111377954483,-0.6564035415649414,-9.17919896892272e-06
A,0.0,0.0,0.0,-0.5059401988983154,0.10748547315597534,-6.559315079357475e-05,-1.0457569360733032,-0.20613376796245575,-6.639820639975369e-05,-1.2935901880264282,-0.6722548604011536,-6.816174573032185e-05,-1.3649897575378418,-0.9870110750198364,-4.6814584493404254e-05,-0.8643187880516052,-0.7043538093566895,1.947887176356744e-05,-1.0743597745895386,-0.950071394443512,-9.340111137134954e-05,-0.8799795508384705,-0.6026280522346497,-0.00014361737703438848,-0.757332980632782,-0.4993227422237396,-0.0001619036920601502,-0.5703439116477966,-0.8214059472084045,1.6528400010429323e-05,-0.787333607673645,-1.034325361251831,-9.110163227887824e-05,-0.6035323143005371,-0.5907085537910461,-9.170528937829658e-05,-0.4931846857070923,-0.5534565448760986,-6.516779103549197e-05,-0.28422418236732483,-0.8949061036109924,-1.1997076398984063e-05,-0.47645294666290283,-1.1223286390304565,-0.0001300401781918481,-0.34987956285476685,-0.6659379601478577,-6.510309322038665e-05,-0.22556757926940918,-0.5910607576370239,9.943972145265434e-06,0.019212180748581886,-0.9733594059944153,-4.80875423818361e-05,-0.14905224740505219,-1.099772334098816,-0.00010449828550918028,-0.10210970044136047,-0.7648417949676514,-5.2679581131087616e-05,-0.011494265869259834,-0.6927304863929749,1.3157018656784203e-06
